Date,Project_ID,Project_Name,Planned_Spend,Actual_Spend,Cumulative_Planned_Spend,Cumulative_Actual_Spend,Financial_Variance
2026-06-01,JED-PROJ-071,Prince Majed Corridor Al Baghdadiyah Community Center Construction,8169413,0,24497031,0,-24497031
2026-07-01,JED-PROJ-071,Prince Majed Corridor Al Baghdadiyah Community Center Construction,8169412,0,32666443,0,-32666443
2026-08-01,JED-PROJ-071,Prince Majed Corridor Al Baghdadiyah Community Center Construction,8158206,0,40824649,0,-40824649
2026-09-01,JED-PROJ-071,Prince Majed Corridor Al Baghdadiyah Community Center Construction,8169412,37054073,48994061,37054073,-11939988
2025-04-01,JED-PROJ-072,Haramain Gateway Al Samer Municipal Building Renovation,0,0,0,0,0
2025-05-01,JED-PROJ-072,Haramain Gateway Al Samer Municipal Building Renovation,607744,13734,607744,13734,-594010
2025-06-01,JED-PROJ-072,Haramain Gateway Al Samer Municipal Building Renovation,607744,0,1215488,13734,-1201754
2025-07-01,JED-PROJ-072,Haramain Gateway Al Samer Municipal Building Renovation,607744,0,1823232,13734,-1809498
2025-08-01,JED-PROJ-072,Haramain Gateway Al Samer Municipal Building Renovation,607744,0,2430976,13734,-2417242
2025-09-01,JED-PROJ-072,Haramain Gateway Al Samer Municipal Building Renovation,607744,0,3038720,13734,-3024986
2025-10-01,JED-PROJ-072,Haramain Gateway Al Samer Municipal Building Renovation,607744,0,3646464,13734,-3632730
2025-11-01,JED-PROJ-072,Haramain Gateway Al Samer Municipal Building Renovation,607744,0,4254208,13734,-4240474
2025-12-01,JED-PROJ-072,Haramain Gateway Al Samer Municipal Building Renovation,607744,0,4861952,13734,-4848218
2026-01-01,JED-PROJ-072,Haramain Gateway Al Samer Municipal Building Renovation,609460,0,5471412,13734,-5457678
2026-02-01,JED-PROJ-072,Haramain Gateway Al Samer Municipal Building Renovation,607744,0,6079156,13734,-6065422
2026-03-01,JED-PROJ-072,Haramain Gateway Al Samer Municipal Building Renovation,607744,0,6686900,13734,-6673166
2026-04-01,JED-PROJ-072,Haramain Gateway Al Samer Municipal Building Renovation,607744,0,7294644,13734,-7280910
2026-05-01,JED-PROJ-072,Haramain Gateway Al Samer Municipal Building Renovation,607744,0,7902388,13734,-7888654
2026-06-01,JED-PROJ-072,Haramain Gateway Al Samer Municipal Building Renovation,607744,0,8510132,13734,-8496398
2026-07-01,JED-PROJ-072,Haramain Gateway Al Samer Municipal Building Renovation,607744,0,9117876,13734,-9104142
2026-08-01,JED-PROJ-072,Haramain Gateway Al Samer Municipal Building Renovation,607744,0,9725620,13734,-9711886
2026-09-01,JED-PROJ-072,Haramain Gateway Al Samer Municipal Building Renovation,607744,6594627,10333364,6608361,-3725003
2024-09-18,JED-PROJ-073,Northern Jeddah Al Sanabel Service Center Upgrade,0,26233,0,26233,26233
2024-10-01,JED-PROJ-073,Northern Jeddah Al Sanabel Service Center Upgrade,274258,138322,274258,164555,-109703
2024-11-01,JED-PROJ-073,Northern Jeddah Al Sanabel Service Center Upgrade,274257,325929,548515,490484,-58031
2024-12-01,JED-PROJ-073,Northern Jeddah Al Sanabel Service Center Upgrade,273463,426093,821978,916577,94599
2025-01-01,JED-PROJ-073,Northern Jeddah Al Sanabel Service Center Upgrade,274258,57237,1096236,973814,-122422
2025-02-01,JED-PROJ-073,Northern Jeddah Al Sanabel Service Center Upgrade,274258,374421,1370494,1348235,-22259
2025-03-01,JED-PROJ-073,Northern Jeddah Al Sanabel Service Center Upgrade,274257,166145,1644751,1514380,-130371
2025-04-01,JED-PROJ-073,Northern Jeddah Al Sanabel Service Center Upgrade,274258,388730,1919009,1903110,-15899
2025-05-01,JED-PROJ-073,Northern Jeddah Al Sanabel Service Center Upgrade,273463,77110,2192472,1980220,-212252
2025-06-01,JED-PROJ-073,Northern Jeddah Al Sanabel Service Center Upgrade,274258,500819,2466730,2481039,14309
2025-07-01,JED-PROJ-073,Northern Jeddah Al Sanabel Service Center Upgrade,274257,112883,2740987,2593922,-147065
2025-08-01,JED-PROJ-073,Northern Jeddah Al Sanabel Service Center Upgrade,274258,198737,3015245,2792659,-222586
2025-09-01,JED-PROJ-073,Northern Jeddah Al Sanabel Service Center Upgrade,274258,213842,3289503,3006501,-283002
2025-10-01,JED-PROJ-073,Northern Jeddah Al Sanabel Service Center Upgrade,273462,288566,3562965,3295067,-267898
2025-11-01,JED-PROJ-073,Northern Jeddah Al Sanabel Service Center Upgrade,274258,360908,3837223,3655975,-181248
2025-12-01,JED-PROJ-073,Northern Jeddah Al Sanabel Service Center Upgrade,274258,208276,4111481,3864251,-247230
2026-01-01,JED-PROJ-073,Northern Jeddah Al Sanabel Service Center Upgrade,274258,401450,4385739,4265701,-120038
2026-02-01,JED-PROJ-073,Northern Jeddah Al Sanabel Service Center Upgrade,273462,146271,4659201,4411972,-247229
2026-03-01,JED-PROJ-073,Northern Jeddah Al Sanabel Service Center Upgrade,274258,209072,4933459,4621044,-312415
2026-04-01,JED-PROJ-073,Northern Jeddah Al Sanabel Service Center Upgrade,274258,365677,5207717,4986721,-220996
2026-05-01,JED-PROJ-073,Northern Jeddah Al Sanabel Service Center Upgrade,274258,286977,5481975,5273698,-208277
2026-06-01,JED-PROJ-073,Northern Jeddah Al Sanabel Service Center Upgrade,274257,105728,5756232,5379426,-376806
2026-07-01,JED-PROJ-073,Northern Jeddah Al Sanabel Service Center Upgrade,273463,260744,6029695,5640170,-389525
2026-08-01,JED-PROJ-073,Northern Jeddah Al Sanabel Service Center Upgrade,274258,223380,6303953,5863550,-440403
2026-09-01,JED-PROJ-073,Northern Jeddah Al Sanabel Service Center Upgrade,274257,120477,6578210,5984027,-594183
2025-11-08,JED-PROJ-074,Southern Jeddah Al Muhammadiyah Municipal Building Renovation,0,794970,0,794970,794970
2025-12-01,JED-PROJ-074,Southern Jeddah Al Muhammadiyah Municipal Building Renovation,10604086,5079721,10604086,5874691,-4729395
2026-01-01,JED-PROJ-074,Southern Jeddah Al Muhammadiyah Municipal Building Renovation,10604087,7801481,21208173,13676172,-7532001
2026-02-01,JED-PROJ-074,Southern Jeddah Al Muhammadiyah Municipal Building Renovation,10590612,5807321,31798785,19483493,-12315292
2026-03-01,JED-PROJ-074,Southern Jeddah Al Muhammadiyah Municipal Building Renovation,10604086,4931506,42402871,24414999,-17987872
2026-04-01,JED-PROJ-074,Southern Jeddah Al Muhammadiyah Municipal Building Renovation,10604087,7383786,53006958,31798785,-21208173
2026-05-01,JED-PROJ-074,Southern Jeddah Al Muhammadiyah Municipal Building Renovation,10604086,2789131,63611044,34587916,-29023128
2026-06-01,JED-PROJ-074,Southern Jeddah Al Muhammadiyah Municipal Building Renovation,10604086,5537839,74215130,40125755,-34089375
2026-07-01,JED-PROJ-074,Southern Jeddah Al Muhammadiyah Municipal Building Renovation,10590612,6763979,84805742,46889734,-37916008
2026-08-01,JED-PROJ-074,Southern Jeddah Al Muhammadiyah Municipal Building Renovation,10604087,4971928,95409829,51861662,-43548167
2026-09-01,JED-PROJ-074,Southern Jeddah Al Muhammadiyah Municipal Building Renovation,10604086,59872676,106013915,111734338,5720423
2026-05-24,JED-PROJ-075,Eastern Jeddah Al Shati Operations Facility Expansion,0,1462281,0,1462281,1462281
2026-06-01,JED-PROJ-075,Eastern Jeddah Al Shati Operations Facility Expansion,2710343,1089725,2710343,2552006,-158337
2026-07-01,JED-PROJ-075,Eastern Jeddah Al Shati Operations Facility Expansion,2710342,4368216,5420685,6920222,1499537
2026-08-01,JED-PROJ-075,Eastern Jeddah Al Shati Operations Facility Expansion,2701029,5206465,8121714,12126687,4004973
2026-09-01,JED-PROJ-075,Eastern Jeddah Al Shati Operations Facility Expansion,2710342,1058214,10832056,13184901,2352845
2023-10-20,JED-PROJ-076,Western Jeddah Al Aziziyah Service Center Upgrade,0,0,0,0,0
2023-11-01,JED-PROJ-076,Western Jeddah Al Aziziyah Service Center Upgrade,3910984,3929742,3910984,3929742,18758
2023-12-01,JED-PROJ-076,Western Jeddah Al Aziziyah Service Center Upgrade,3901605,2335336,7812589,6265078,-1547511
2024-01-01,JED-PROJ-076,Western Jeddah Al Aziziyah Service Center Upgrade,3910984,4267380,11723573,10532458,-1191115
2024-02-01,JED-PROJ-076,Western Jeddah Al Aziziyah Service Center Upgrade,3910984,6743400,15634557,17275858,1641301
2024-03-01,JED-PROJ-076,Western Jeddah Al Aziziyah Service Center Upgrade,3901605,3835953,19536162,21111811,1575649
2024-04-01,JED-PROJ-076,Western Jeddah Al Aziziyah Service Center Upgrade,3910984,665899,23447146,21777710,-1669436
2024-05-01,JED-PROJ-076,Western Jeddah Al Aziziyah Service Center Upgrade,3910985,7099796,27358131,28877506,1519375
2024-06-01,JED-PROJ-076,Western Jeddah Al Aziziyah Service Center Upgrade,3901605,2851173,31259736,31728679,468943
2024-07-01,JED-PROJ-076,Western Jeddah Al Aziziyah Service Center Upgrade,3910984,4680050,35170720,36408729,1238009
2024-08-01,JED-PROJ-076,Western Jeddah Al Aziziyah Service Center Upgrade,3910984,2513534,39081704,38922263,-159441
2024-09-01,JED-PROJ-076,Western Jeddah Al Aziziyah Service Center Upgrade,3901605,4117319,42983309,43039582,56273
2024-10-01,JED-PROJ-076,Western Jeddah Al Aziziyah Service Center Upgrade,3910984,3817196,46894293,46856778,-37515
2024-11-01,JED-PROJ-076,Western Jeddah Al Aziziyah Service Center Upgrade,3910984,4511231,50805277,51368009,562732
2024-12-01,JED-PROJ-076,Western Jeddah Al Aziziyah Service Center Upgrade,3901605,2129000,54706882,53497009,-1209873
2025-01-01,JED-PROJ-076,Western Jeddah Al Aziziyah Service Center Upgrade,3910984,3535830,58617866,57032839,-1585027
2025-02-01,JED-PROJ-076,Western Jeddah Al Aziziyah Service Center Upgrade,3910984,4848870,62528850,61881709,-647141
2025-03-01,JED-PROJ-076,Western Jeddah Al Aziziyah Service Center Upgrade,3901605,5242782,66430455,67124491,694036
2025-04-01,JED-PROJ-076,Western Jeddah Al Aziziyah Service Center Upgrade,3910985,2213411,70341440,69337902,-1003538
2025-05-01,JED-PROJ-076,Western Jeddah Al Aziziyah Service Center Upgrade,3910984,5496011,74252424,74833913,581489
2025-06-01,JED-PROJ-076,Western Jeddah Al Aziziyah Service Center Upgrade,3901605,4914522,78154029,79748435,1594406
2025-07-01,JED-PROJ-076,Western Jeddah Al Aziziyah Service Center Upgrade,3910984,947264,82065013,80695699,-1369314
2025-08-01,JED-PROJ-076,Western Jeddah Al Aziziyah Service Center Upgrade,3910984,5861787,85975997,86557486,581489
2025-09-01,JED-PROJ-076,Western Jeddah Al Aziziyah Service Center Upgrade,3901605,3132539,89877602,89690025,-187577
2025-10-01,JED-PROJ-076,Western Jeddah Al Aziziyah Service Center Upgrade,3910984,3192271,93788586,92882296,-906290
2024-05-14,JED-PROJ-077,Central Jeddah Al Naseem Administrative Complex Development,0,0,0,0,0
2024-06-01,JED-PROJ-077,Central Jeddah Al Naseem Administrative Complex Development,6209037,7035334,6209037,7035334,826297
2024-07-01,JED-PROJ-077,Central Jeddah Al Naseem Administrative Complex Development,6220841,6822858,12429878,13858192,1428314
2024-08-01,JED-PROJ-077,Central Jeddah Al Naseem Administrative Complex Development,6209036,6669403,18638914,20527595,1888681
2024-09-01,JED-PROJ-077,Central Jeddah Al Naseem Administrative Complex Development,6209037,5099437,24847951,25627032,779081
2024-10-01,JED-PROJ-077,Central Jeddah Al Naseem Administrative Complex Development,6220841,5429956,31068792,31056988,-11804
2024-11-01,JED-PROJ-077,Central Jeddah Al Naseem Administrative Complex Development,6209036,6716619,37277828,37773607,495779
2024-12-01,JED-PROJ-077,Central Jeddah Al Naseem Administrative Complex Development,6209037,7283224,43486865,45056831,1569966
2025-01-01,JED-PROJ-077,Central Jeddah Al Naseem Administrative Complex Development,6220841,4945981,49707706,50002812,295106
2025-02-01,JED-PROJ-077,Central Jeddah Al Naseem Administrative Complex Development,6209037,3919012,55916743,53921824,-1994919
2025-03-01,JED-PROJ-077,Central Jeddah Al Naseem Administrative Complex Development,6209036,10033614,62125779,63955438,1829659
2025-04-01,JED-PROJ-077,Central Jeddah Al Naseem Administrative Complex Development,6209037,5193871,68334816,69149309,814493
2025-05-01,JED-PROJ-077,Central Jeddah Al Naseem Administrative Complex Development,6220841,6150016,74555657,75299325,743668
2025-06-01,JED-PROJ-077,Central Jeddah Al Naseem Administrative Complex Development,6209037,4261335,80764694,79560660,-1204034
2025-07-01,JED-PROJ-077,Central Jeddah Al Naseem Administrative Complex Development,6209036,8097717,86973730,87658377,684647
2025-08-01,JED-PROJ-077,Central Jeddah Al Naseem Administrative Complex Development,6220841,5087633,93194571,92746010,-448561
2025-09-01,JED-PROJ-077,Central Jeddah Al Naseem Administrative Complex Development,6209037,7295027,99403608,100041037,637429
2025-10-01,JED-PROJ-077,Central Jeddah Al Naseem Administrative Complex Development,6209036,3907208,105612644,103948245,-1664399
2025-11-01,JED-PROJ-077,Central Jeddah Al Naseem Administrative Complex Development,6220841,8558083,111833485,112506328,672843
2025-12-01,JED-PROJ-077,Central Jeddah Al Naseem Administrative Complex Development,6209037,4902968,118042522,117409296,-633226
2026-01-19,JED-PROJ-078,Corniche Al Manar Operations Facility Expansion,0,0,0,0,0
2026-02-01,JED-PROJ-078,Corniche Al Manar Operations Facility Expansion,626578,538673,626578,538673,-87905
2026-03-01,JED-PROJ-078,Corniche Al Manar Operations Facility Expansion,626578,152300,1253156,690973,-562183
2026-04-01,JED-PROJ-078,Corniche Al Manar Operations Facility Expansion,626578,533563,1879734,1224536,-655198
2026-05-01,JED-PROJ-078,Corniche Al Manar Operations Facility Expansion,626578,330154,2506312,1554690,-951622
2026-06-01,JED-PROJ-078,Corniche Al Manar Operations Facility Expansion,625556,284158,3131868,1838848,-1293020
2026-07-01,JED-PROJ-078,Corniche Al Manar Operations Facility Expansion,626578,425214,3758446,2264062,-1494384
2026-08-01,JED-PROJ-078,Corniche Al Manar Operations Facility Expansion,626578,413971,4385024,2678033,-1706991
2026-09-01,JED-PROJ-078,Corniche Al Manar Operations Facility Expansion,626577,1786593,5011601,4464626,-546975
2024-11-01,JED-PROJ-079,Airport District Al Balad Administrative Complex Development,0,0,0,0,0
2024-12-01,JED-PROJ-079,Airport District Al Balad Administrative Complex Development,952474,859243,952474,859243,-93231
2025-01-01,JED-PROJ-079,Airport District Al Balad Administrative Complex Development,954995,834045,1907469,1693288,-214181
2025-02-01,JED-PROJ-079,Airport District Al Balad Administrative Complex Development,952474,665220,2859943,2358508,-501435
2025-03-01,JED-PROJ-079,Airport District Al Balad Administrative Complex Development,954995,738294,3814938,3096802,-718136
2025-04-01,JED-PROJ-079,Airport District Al Balad Administrative Complex Development,952474,377966,4767412,3474768,-1292644
2025-05-01,JED-PROJ-079,Airport District Al Balad Administrative Complex Development,952475,1053266,5719887,4528034,-1191853
2025-06-01,JED-PROJ-079,Airport District Al Balad Administrative Complex Development,954994,75593,6674881,4603627,-2071254
2025-07-01,JED-PROJ-079,Airport District Al Balad Administrative Complex Development,952474,1091062,7627355,5694689,-1932666
2025-08-01,JED-PROJ-079,Airport District Al Balad Administrative Complex Development,954995,219220,8582350,5913909,-2668441
2025-09-01,JED-PROJ-079,Airport District Al Balad Administrative Complex Development,952474,995311,9534824,6909220,-2625604
2025-10-01,JED-PROJ-079,Airport District Al Balad Administrative Complex Development,952475,743333,10487299,7652553,-2834746
2025-11-01,JED-PROJ-079,Airport District Al Balad Administrative Complex Development,954994,735774,11442293,8388327,-3053966
2025-12-01,JED-PROJ-079,Airport District Al Balad Administrative Complex Development,952474,977672,12394767,9365999,-3028768
2026-01-01,JED-PROJ-079,Airport District Al Balad Administrative Complex Development,954995,428362,13349762,9794361,-3555401
2026-02-01,JED-PROJ-079,Airport District Al Balad Administrative Complex Development,952474,760971,14302236,10555332,-3746904
2026-03-01,JED-PROJ-079,Airport District Al Balad Administrative Complex Development,954994,516554,15257230,11071886,-4185344
2026-04-01,JED-PROJ-079,Airport District Al Balad Administrative Complex Development,952475,829006,16209705,11900892,-4308813
2026-05-01,JED-PROJ-079,Airport District Al Balad Administrative Complex Development,952474,574508,17162179,12475400,-4686779
2026-06-01,JED-PROJ-079,Airport District Al Balad Administrative Complex Development,954995,566949,18117174,13042349,-5074825
2026-07-01,JED-PROJ-079,Airport District Al Balad Administrative Complex Development,952474,1186814,19069648,14229163,-4840485
2026-08-01,JED-PROJ-079,Airport District Al Balad Administrative Complex Development,954994,766011,20024642,14995174,-5029468
2026-09-01,JED-PROJ-079,Airport District Al Balad Administrative Complex Development,952475,6102666,20977117,21097840,120723
2023-04-11,JED-PROJ-080,Obhur Al Khalidiyah Service Center Upgrade,0,0,0,0,0
2023-05-01,JED-PROJ-080,Obhur Al Khalidiyah Service Center Upgrade,493560,441482,493560,441482,-52078
2023-06-01,JED-PROJ-080,Obhur Al Khalidiyah Service Center Upgrade,492377,699506,985937,1140988,155051
2023-07-01,JED-PROJ-080,Obhur Al Khalidiyah Service Center Upgrade,493560,346794,1479497,1487782,8285
2023-08-01,JED-PROJ-080,Obhur Al Khalidiyah Service Center Upgrade,493561,475807,1973058,1963589,-9469
2023-09-01,JED-PROJ-080,Obhur Al Khalidiyah Service Center Upgrade,492376,300634,2465434,2264223,-201211
2023-10-01,JED-PROJ-080,Obhur Al Khalidiyah Service Center Upgrade,493560,627306,2958994,2891529,-67465
2023-11-01,JED-PROJ-080,Obhur Al Khalidiyah Service Center Upgrade,493561,510131,3452555,3401660,-50895
2023-12-01,JED-PROJ-080,Obhur Al Khalidiyah Service Center Upgrade,492376,500662,3944931,3902322,-42609
2024-01-01,JED-PROJ-080,Obhur Al Khalidiyah Service Center Upgrade,493561,570494,4438492,4472816,34324
2024-02-01,JED-PROJ-080,Obhur Al Khalidiyah Service Center Upgrade,493560,473439,4932052,4946255,14203
2024-03-01,JED-PROJ-080,Obhur Al Khalidiyah Service Center Upgrade,492377,524334,5424429,5470589,46160
2024-04-01,JED-PROJ-080,Obhur Al Khalidiyah Service Center Upgrade,493560,559842,5917989,6030431,112442
2024-05-01,JED-PROJ-080,Obhur Al Khalidiyah Service Center Upgrade,493560,513681,6411549,6544112,132563
2024-06-01,JED-PROJ-080,Obhur Al Khalidiyah Service Center Upgrade,492377,453318,6903926,6997430,93504
2024-07-01,JED-PROJ-080,Obhur Al Khalidiyah Service Center Upgrade,493560,594166,7397486,7591596,194110
2024-08-01,JED-PROJ-080,Obhur Al Khalidiyah Service Center Upgrade,493561,93505,7891047,7685101,-205946
2024-09-01,JED-PROJ-080,Obhur Al Khalidiyah Service Center Upgrade,492376,569310,8383423,8254411,-129012
2024-10-01,JED-PROJ-080,Obhur Al Khalidiyah Service Center Upgrade,493561,413076,8876984,8667487,-209497
2024-11-01,JED-PROJ-080,Obhur Al Khalidiyah Service Center Upgrade,493560,765787,9370544,9433274,62730
2024-12-01,JED-PROJ-080,Obhur Al Khalidiyah Service Center Upgrade,492376,600085,9862920,10033359,170439
2025-01-01,JED-PROJ-080,Obhur Al Khalidiyah Service Center Upgrade,493561,214231,10356481,10247590,-108891
2025-02-01,JED-PROJ-080,Obhur Al Khalidiyah Service Center Upgrade,493560,783541,10850041,11031131,181090
2025-03-01,JED-PROJ-080,Obhur Al Khalidiyah Service Center Upgrade,492377,124278,11342418,11155409,-187009
2025-04-01,JED-PROJ-080,Obhur Al Khalidiyah Service Center Upgrade,493560,913959,11835978,12069368,233390
2023-05-13,JED-PROJ-081,Al Balad Al Rawdah Water Channel Rehabilitation,0,0,0,0,0
2023-06-01,JED-PROJ-081,Al Balad Al Rawdah Water Channel Rehabilitation,17715417,12648808,17715417,12648808,-5066609
2023-07-01,JED-PROJ-081,Al Balad Al Rawdah Water Channel Rehabilitation,17715417,22604872,35430834,35253680,-177154
2023-08-01,JED-PROJ-081,Al Balad Al Rawdah Water Channel Rehabilitation,17715417,14774658,53146251,50028338,-3117913
2023-09-01,JED-PROJ-081,Al Balad Al Rawdah Water Channel Rehabilitation,17715417,18105156,70861668,68133494,-2728174
2023-10-01,JED-PROJ-081,Al Balad Al Rawdah Water Channel Rehabilitation,17715418,17998864,88577086,86132358,-2444728
2023-11-01,JED-PROJ-081,Al Balad Al Rawdah Water Channel Rehabilitation,17715417,24022106,106292503,110154464,3861961
2023-12-01,JED-PROJ-081,Al Balad Al Rawdah Water Channel Rehabilitation,17715417,14349487,124007920,124503951,496031
2024-01-01,JED-PROJ-081,Al Balad Al Rawdah Water Channel Rehabilitation,17715417,14810089,141723337,139314040,-2409297
2024-02-01,JED-PROJ-081,Al Balad Al Rawdah Water Channel Rehabilitation,17715417,21541947,159438754,160855987,1417233
2024-03-01,JED-PROJ-081,Al Balad Al Rawdah Water Channel Rehabilitation,17715417,19061789,177154171,179917776,2763605
2024-04-01,JED-PROJ-081,Al Balad Al Rawdah Water Channel Rehabilitation,17715417,12046484,194869588,191964260,-2905328
2024-05-01,JED-PROJ-081,Al Balad Al Rawdah Water Channel Rehabilitation,17715417,19522389,212585005,211486649,-1098356
2024-06-01,JED-PROJ-081,Al Balad Al Rawdah Water Channel Rehabilitation,17715417,13995180,230300422,225481829,-4818593
2024-07-01,JED-PROJ-081,Al Balad Al Rawdah Water Channel Rehabilitation,17715417,18459464,248015839,243941293,-4074546
2024-08-01,JED-PROJ-081,Al Balad Al Rawdah Water Channel Rehabilitation,17715417,24092968,265731256,268034261,2303005
2024-09-01,JED-PROJ-081,Al Balad Al Rawdah Water Channel Rehabilitation,17715418,11337867,283446674,279372128,-4074546
2024-10-01,JED-PROJ-081,Al Balad Al Rawdah Water Channel Rehabilitation,17715417,22108840,301162091,301480968,318877
2024-11-01,JED-PROJ-081,Al Balad Al Rawdah Water Channel Rehabilitation,17715417,20053852,318877508,321534820,2657312
2024-12-01,JED-PROJ-081,Al Balad Al Rawdah Water Channel Rehabilitation,17715417,10026926,336592925,331561746,-5031179
2025-01-01,JED-PROJ-081,Al Balad Al Rawdah Water Channel Rehabilitation,17715417,0,354308342,328169681,-26138661
2025-08-13,JED-PROJ-082,King Abdulaziz Road Mishrifah Runoff Management Improvement,0,0,0,0,0
2025-09-01,JED-PROJ-082,King Abdulaziz Road Mishrifah Runoff Management Improvement,4377733,8304603,4377733,8304603,3926870
2025-10-01,JED-PROJ-082,King Abdulaziz Road Mishrifah Runoff Management Improvement,4377733,3359656,8755466,11664259,2908793
2025-11-01,JED-PROJ-082,King Abdulaziz Road Mishrifah Runoff Management Improvement,4377733,7562861,13133199,19227120,6093921
2025-12-01,JED-PROJ-082,King Abdulaziz Road Mishrifah Runoff Management Improvement,4363190,4537717,17496389,23764837,6268448
2026-01-01,JED-PROJ-082,King Abdulaziz Road Mishrifah Runoff Management Improvement,4377733,3228760,21874122,26993597,5119475
2026-02-01,JED-PROJ-082,King Abdulaziz Road Mishrifah Runoff Management Improvement,4377733,8959082,26251855,35952679,9700824
2026-03-01,JED-PROJ-082,King Abdulaziz Road Mishrifah Runoff Management Improvement,4377733,7548317,30629588,43500996,12871408
2026-04-01,JED-PROJ-082,King Abdulaziz Road Mishrifah Runoff Management Improvement,4377733,4043222,35007321,47544218,12536897
2026-05-01,JED-PROJ-082,King Abdulaziz Road Mishrifah Runoff Management Improvement,4377733,7024735,39385054,54568953,15183899
2026-06-01,JED-PROJ-082,King Abdulaziz Road Mishrifah Runoff Management Improvement,4363189,6210272,43748243,60779225,17030982
2026-07-01,JED-PROJ-082,King Abdulaziz Road Mishrifah Runoff Management Improvement,4377734,2443386,48125977,63222611,15096634
2026-08-01,JED-PROJ-082,King Abdulaziz Road Mishrifah Runoff Management Improvement,4377733,5788498,52503710,69011109,16507399
2026-09-01,JED-PROJ-082,King Abdulaziz Road Mishrifah Runoff Management Improvement,4377733,5348904,56881443,74360013,17478570
2025-12-04,JED-PROJ-083,Prince Majed Corridor Al Hamra Drainage Capacity Enhancement,0,0,0,0,0
2026-01-01,JED-PROJ-083,Prince Majed Corridor Al Hamra Drainage Capacity Enhancement,3791545,5171361,3791545,5171361,1379816
2026-02-01,JED-PROJ-083,Prince Majed Corridor Al Hamra Drainage Capacity Enhancement,3785649,4575799,7577194,9747160,2169966
2026-03-01,JED-PROJ-083,Prince Majed Corridor Al Hamra Drainage Capacity Enhancement,3791545,3290330,11368739,13037490,1668751
2026-04-01,JED-PROJ-083,Prince Majed Corridor Al Hamra Drainage Capacity Enhancement,3791545,4204311,15160284,17241801,2081517
2026-05-01,JED-PROJ-083,Prince Majed Corridor Al Hamra Drainage Capacity Enhancement,3785648,5601816,18945932,22843617,3897685
2026-06-01,JED-PROJ-083,Prince Majed Corridor Al Hamra Drainage Capacity Enhancement,3791545,3378780,22737477,26222397,3484920
2026-07-01,JED-PROJ-083,Prince Majed Corridor Al Hamra Drainage Capacity Enhancement,3791546,5613609,26529023,31836006,5306983
2026-08-01,JED-PROJ-083,Prince Majed Corridor Al Hamra Drainage Capacity Enhancement,3785648,3602853,30314671,35438859,5124188
2026-09-01,JED-PROJ-083,Prince Majed Corridor Al Hamra Drainage Capacity Enhancement,3791545,7947375,34106216,43386234,9280018
2024-12-13,JED-PROJ-084,Haramain Gateway Al Ajwad Drainage Capacity Enhancement,0,0,0,0,0
2025-01-01,JED-PROJ-084,Haramain Gateway Al Ajwad Drainage Capacity Enhancement,1246040,1099447,1246040,1099447,-146593
2025-02-01,JED-PROJ-084,Haramain Gateway Al Ajwad Drainage Capacity Enhancement,1246040,821967,2492080,1921414,-570666
2025-03-01,JED-PROJ-084,Haramain Gateway Al Ajwad Drainage Capacity Enhancement,1248657,1109918,3740737,3031332,-709405
2025-04-01,JED-PROJ-084,Haramain Gateway Al Ajwad Drainage Capacity Enhancement,1246040,588989,4986777,3620321,-1366456
2025-05-01,JED-PROJ-084,Haramain Gateway Al Ajwad Drainage Capacity Enhancement,1246040,1518284,6232817,5138605,-1094212
2025-06-01,JED-PROJ-084,Haramain Gateway Al Ajwad Drainage Capacity Enhancement,1246039,1102065,7478856,6240670,-1238186
2025-07-01,JED-PROJ-084,Haramain Gateway Al Ajwad Drainage Capacity Enhancement,1246040,374335,8724896,6615005,-2109891
2025-08-01,JED-PROJ-084,Haramain Gateway Al Ajwad Drainage Capacity Enhancement,1248658,869087,9973554,7484092,-2489462
2025-09-01,JED-PROJ-084,Haramain Gateway Al Ajwad Drainage Capacity Enhancement,1246039,913588,11219593,8397680,-2821913
2025-10-01,JED-PROJ-084,Haramain Gateway Al Ajwad Drainage Capacity Enhancement,1246040,1565403,12465633,9963083,-2502550
2025-11-01,JED-PROJ-084,Haramain Gateway Al Ajwad Drainage Capacity Enhancement,1246040,950236,13711673,10913319,-2798354
2025-12-01,JED-PROJ-084,Haramain Gateway Al Ajwad Drainage Capacity Enhancement,1246040,926677,14957713,11839996,-3117717
2026-01-01,JED-PROJ-084,Haramain Gateway Al Ajwad Drainage Capacity Enhancement,1246039,685845,16203752,12525841,-3677911
2026-02-01,JED-PROJ-084,Haramain Gateway Al Ajwad Drainage Capacity Enhancement,1248658,1133477,17452410,13659318,-3793092
2026-03-01,JED-PROJ-084,Haramain Gateway Al Ajwad Drainage Capacity Enhancement,1246040,1175361,18698450,14834679,-3863771
2026-04-01,JED-PROJ-084,Haramain Gateway Al Ajwad Drainage Capacity Enhancement,1246039,890029,19944489,15724708,-4219781
2026-05-01,JED-PROJ-084,Haramain Gateway Al Ajwad Drainage Capacity Enhancement,1246040,1447605,21190529,17172313,-4018216
2026-06-01,JED-PROJ-084,Haramain Gateway Al Ajwad Drainage Capacity Enhancement,1246040,180623,22436569,17352936,-5083633
2026-07-01,JED-PROJ-084,Haramain Gateway Al Ajwad Drainage Capacity Enhancement,1248657,1507813,23685226,18860749,-4824477
2026-08-01,JED-PROJ-084,Haramain Gateway Al Ajwad Drainage Capacity Enhancement,1246040,709405,24931266,19570154,-5361112
