Date,Project_ID,Project_Name,Planned_Progress,Actual_Progress,Progress_Variance
2024-11-01,JED-PROJ-073,Northern Jeddah Al Sanabel Service Center Upgrade,6.9,6.17,-0.73
2024-12-01,JED-PROJ-073,Northern Jeddah Al Sanabel Service Center Upgrade,10.34,11.53,1.19
2025-01-01,JED-PROJ-073,Northern Jeddah Al Sanabel Service Center Upgrade,13.79,12.25,-1.54
2025-02-01,JED-PROJ-073,Northern Jeddah Al Sanabel Service Center Upgrade,17.24,16.96,-0.28
2025-03-01,JED-PROJ-073,Northern Jeddah Al Sanabel Service Center Upgrade,20.69,19.05,-1.64
2025-04-01,JED-PROJ-073,Northern Jeddah Al Sanabel Service Center Upgrade,24.14,23.94,-0.2
2025-05-01,JED-PROJ-073,Northern Jeddah Al Sanabel Service Center Upgrade,27.58,24.91,-2.67
2025-06-01,JED-PROJ-073,Northern Jeddah Al Sanabel Service Center Upgrade,31.03,31.21,0.18
2025-07-01,JED-PROJ-073,Northern Jeddah Al Sanabel Service Center Upgrade,34.48,32.63,-1.85
2025-08-01,JED-PROJ-073,Northern Jeddah Al Sanabel Service Center Upgrade,37.93,35.13,-2.8
2025-09-01,JED-PROJ-073,Northern Jeddah Al Sanabel Service Center Upgrade,41.38,37.82,-3.56
2025-10-01,JED-PROJ-073,Northern Jeddah Al Sanabel Service Center Upgrade,44.82,41.45,-3.37
2025-11-01,JED-PROJ-073,Northern Jeddah Al Sanabel Service Center Upgrade,48.27,45.99,-2.28
2025-12-01,JED-PROJ-073,Northern Jeddah Al Sanabel Service Center Upgrade,51.72,48.61,-3.11
2026-01-01,JED-PROJ-073,Northern Jeddah Al Sanabel Service Center Upgrade,55.17,53.66,-1.51
2026-02-01,JED-PROJ-073,Northern Jeddah Al Sanabel Service Center Upgrade,58.61,55.5,-3.11
2026-03-01,JED-PROJ-073,Northern Jeddah Al Sanabel Service Center Upgrade,62.06,58.13,-3.93
2026-04-01,JED-PROJ-073,Northern Jeddah Al Sanabel Service Center Upgrade,65.51,62.73,-2.78
2026-05-01,JED-PROJ-073,Northern Jeddah Al Sanabel Service Center Upgrade,68.96,66.34,-2.62
2026-06-01,JED-PROJ-073,Northern Jeddah Al Sanabel Service Center Upgrade,72.41,67.67,-4.74
2026-07-01,JED-PROJ-073,Northern Jeddah Al Sanabel Service Center Upgrade,75.85,70.95,-4.9
2026-08-01,JED-PROJ-073,Northern Jeddah Al Sanabel Service Center Upgrade,79.3,73.76,-5.54
2026-09-01,JED-PROJ-073,Northern Jeddah Al Sanabel Service Center Upgrade,82.75,80.73,-2.02
2025-11-08,JED-PROJ-074,Southern Jeddah Al Muhammadiyah Municipal Building Renovation,0.0,0.59,0.59
2025-12-01,JED-PROJ-074,Southern Jeddah Al Muhammadiyah Municipal Building Renovation,7.87,4.36,-3.51
2026-01-01,JED-PROJ-074,Southern Jeddah Al Muhammadiyah Municipal Building Renovation,15.74,10.15,-5.59
2026-02-01,JED-PROJ-074,Southern Jeddah Al Muhammadiyah Municipal Building Renovation,23.6,14.46,-9.14
2026-03-01,JED-PROJ-074,Southern Jeddah Al Muhammadiyah Municipal Building Renovation,31.47,18.12,-13.35
2026-04-01,JED-PROJ-074,Southern Jeddah Al Muhammadiyah Municipal Building Renovation,39.34,23.6,-15.74
2026-05-01,JED-PROJ-074,Southern Jeddah Al Muhammadiyah Municipal Building Renovation,47.21,25.67,-21.54
2026-06-01,JED-PROJ-074,Southern Jeddah Al Muhammadiyah Municipal Building Renovation,55.08,29.78,-25.3
2026-07-01,JED-PROJ-074,Southern Jeddah Al Muhammadiyah Municipal Building Renovation,62.94,34.8,-28.14
2026-08-01,JED-PROJ-074,Southern Jeddah Al Muhammadiyah Municipal Building Renovation,70.81,38.49,-32.32
2026-09-01,JED-PROJ-074,Southern Jeddah Al Muhammadiyah Municipal Building Renovation,78.68,61.61,-17.07
2026-05-24,JED-PROJ-075,Eastern Jeddah Al Shati Operations Facility Expansion,0.0,1.57,1.57
2026-06-01,JED-PROJ-075,Eastern Jeddah Al Shati Operations Facility Expansion,2.91,2.74,-0.17
2026-07-01,JED-PROJ-075,Eastern Jeddah Al Shati Operations Facility Expansion,5.82,7.43,1.61
2026-08-01,JED-PROJ-075,Eastern Jeddah Al Shati Operations Facility Expansion,8.72,13.02,4.3
2026-09-01,JED-PROJ-075,Eastern Jeddah Al Shati Operations Facility Expansion,11.63,14.61,2.98
2023-10-20,JED-PROJ-076,Western Jeddah Al Aziziyah Service Center Upgrade,0.0,0.0,0.0
2023-11-01,JED-PROJ-076,Western Jeddah Al Aziziyah Service Center Upgrade,4.17,4.19,0.02
2023-12-01,JED-PROJ-076,Western Jeddah Al Aziziyah Service Center Upgrade,8.33,6.68,-1.65
2024-01-01,JED-PROJ-076,Western Jeddah Al Aziziyah Service Center Upgrade,12.5,11.23,-1.27
2024-02-01,JED-PROJ-076,Western Jeddah Al Aziziyah Service Center Upgrade,16.67,18.42,1.75
2024-03-01,JED-PROJ-076,Western Jeddah Al Aziziyah Service Center Upgrade,20.83,22.51,1.68
2024-04-01,JED-PROJ-076,Western Jeddah Al Aziziyah Service Center Upgrade,25.0,23.22,-1.78
2024-05-01,JED-PROJ-076,Western Jeddah Al Aziziyah Service Center Upgrade,29.17,30.79,1.62
2024-06-01,JED-PROJ-076,Western Jeddah Al Aziziyah Service Center Upgrade,33.33,33.83,0.5
2024-07-01,JED-PROJ-076,Western Jeddah Al Aziziyah Service Center Upgrade,37.5,38.82,1.32
2024-08-01,JED-PROJ-076,Western Jeddah Al Aziziyah Service Center Upgrade,41.67,41.5,-0.17
2024-09-01,JED-PROJ-076,Western Jeddah Al Aziziyah Service Center Upgrade,45.83,45.89,0.06
2024-10-01,JED-PROJ-076,Western Jeddah Al Aziziyah Service Center Upgrade,50.0,49.96,-0.04
2024-11-01,JED-PROJ-076,Western Jeddah Al Aziziyah Service Center Upgrade,54.17,54.77,0.6
2024-12-01,JED-PROJ-076,Western Jeddah Al Aziziyah Service Center Upgrade,58.33,57.04,-1.29
2025-01-01,JED-PROJ-076,Western Jeddah Al Aziziyah Service Center Upgrade,62.5,60.81,-1.69
2025-02-01,JED-PROJ-076,Western Jeddah Al Aziziyah Service Center Upgrade,66.67,65.98,-0.69
2025-03-01,JED-PROJ-076,Western Jeddah Al Aziziyah Service Center Upgrade,70.83,71.57,0.74
2025-04-01,JED-PROJ-076,Western Jeddah Al Aziziyah Service Center Upgrade,75.0,73.93,-1.07
2025-05-01,JED-PROJ-076,Western Jeddah Al Aziziyah Service Center Upgrade,79.17,79.79,0.62
2025-06-01,JED-PROJ-076,Western Jeddah Al Aziziyah Service Center Upgrade,83.33,85.03,1.7
2025-07-01,JED-PROJ-076,Western Jeddah Al Aziziyah Service Center Upgrade,87.5,86.04,-1.46
2025-08-01,JED-PROJ-076,Western Jeddah Al Aziziyah Service Center Upgrade,91.67,92.29,0.62
2025-09-01,JED-PROJ-076,Western Jeddah Al Aziziyah Service Center Upgrade,95.83,95.63,-0.2
2025-10-01,JED-PROJ-076,Western Jeddah Al Aziziyah Service Center Upgrade,100.0,100.0,0.0
2024-05-14,JED-PROJ-077,Central Jeddah Al Naseem Administrative Complex Development,0.0,0.0,0.0
2024-06-01,JED-PROJ-077,Central Jeddah Al Naseem Administrative Complex Development,5.26,5.96,0.7
2024-07-01,JED-PROJ-077,Central Jeddah Al Naseem Administrative Complex Development,10.53,11.74,1.21
2024-08-01,JED-PROJ-077,Central Jeddah Al Naseem Administrative Complex Development,15.79,17.39,1.6
2024-09-01,JED-PROJ-077,Central Jeddah Al Naseem Administrative Complex Development,21.05,21.71,0.66
2024-10-01,JED-PROJ-077,Central Jeddah Al Naseem Administrative Complex Development,26.32,26.31,-0.01
2024-11-01,JED-PROJ-077,Central Jeddah Al Naseem Administrative Complex Development,31.58,32.0,0.42
2024-12-01,JED-PROJ-077,Central Jeddah Al Naseem Administrative Complex Development,36.84,38.17,1.33
2025-01-01,JED-PROJ-077,Central Jeddah Al Naseem Administrative Complex Development,42.11,42.36,0.25
2025-02-01,JED-PROJ-077,Central Jeddah Al Naseem Administrative Complex Development,47.37,45.68,-1.69
2025-03-01,JED-PROJ-077,Central Jeddah Al Naseem Administrative Complex Development,52.63,54.18,1.55
2025-04-01,JED-PROJ-077,Central Jeddah Al Naseem Administrative Complex Development,57.89,58.58,0.69
2025-05-01,JED-PROJ-077,Central Jeddah Al Naseem Administrative Complex Development,63.16,63.79,0.63
2025-06-01,JED-PROJ-077,Central Jeddah Al Naseem Administrative Complex Development,68.42,67.4,-1.02
2025-07-01,JED-PROJ-077,Central Jeddah Al Naseem Administrative Complex Development,73.68,74.26,0.58
2025-08-01,JED-PROJ-077,Central Jeddah Al Naseem Administrative Complex Development,78.95,78.57,-0.38
2025-09-01,JED-PROJ-077,Central Jeddah Al Naseem Administrative Complex Development,84.21,84.75,0.54
2025-10-01,JED-PROJ-077,Central Jeddah Al Naseem Administrative Complex Development,89.47,88.06,-1.41
2025-11-01,JED-PROJ-077,Central Jeddah Al Naseem Administrative Complex Development,94.74,95.31,0.57
2025-12-01,JED-PROJ-077,Central Jeddah Al Naseem Administrative Complex Development,100.0,100.0,0.0
2026-01-19,JED-PROJ-078,Corniche Al Manar Operations Facility Expansion,0.0,0.0,0.0
2026-02-01,JED-PROJ-078,Corniche Al Manar Operations Facility Expansion,6.13,5.27,-0.86
2026-03-01,JED-PROJ-078,Corniche Al Manar Operations Facility Expansion,12.26,6.76,-5.5
2026-04-01,JED-PROJ-078,Corniche Al Manar Operations Facility Expansion,18.39,11.98,-6.41
2026-05-01,JED-PROJ-078,Corniche Al Manar Operations Facility Expansion,24.52,15.21,-9.31
2026-06-01,JED-PROJ-078,Corniche Al Manar Operations Facility Expansion,30.64,17.99,-12.65
2026-07-01,JED-PROJ-078,Corniche Al Manar Operations Facility Expansion,36.77,22.15,-14.62
2026-08-01,JED-PROJ-078,Corniche Al Manar Operations Facility Expansion,42.9,26.2,-16.7
2026-09-01,JED-PROJ-078,Corniche Al Manar Operations Facility Expansion,49.03,38.71,-10.32
2024-11-01,JED-PROJ-079,Airport District Al Balad Administrative Complex Development,0.0,0.0,0.0
2024-12-01,JED-PROJ-079,Airport District Al Balad Administrative Complex Development,3.78,3.41,-0.37
2025-01-01,JED-PROJ-079,Airport District Al Balad Administrative Complex Development,7.57,6.72,-0.85
2025-02-01,JED-PROJ-079,Airport District Al Balad Administrative Complex Development,11.35,9.36,-1.99
2025-03-01,JED-PROJ-079,Airport District Al Balad Administrative Complex Development,15.14,12.29,-2.85
2025-04-01,JED-PROJ-079,Airport District Al Balad Administrative Complex Development,18.92,13.79,-5.13
2025-05-01,JED-PROJ-079,Airport District Al Balad Administrative Complex Development,22.7,17.97,-4.73
2025-06-01,JED-PROJ-079,Airport District Al Balad Administrative Complex Development,26.49,18.27,-8.22
2025-07-01,JED-PROJ-079,Airport District Al Balad Administrative Complex Development,30.27,22.6,-7.67
2025-08-01,JED-PROJ-079,Airport District Al Balad Administrative Complex Development,34.06,23.47,-10.59
2025-09-01,JED-PROJ-079,Airport District Al Balad Administrative Complex Development,37.84,27.42,-10.42
2025-10-01,JED-PROJ-079,Airport District Al Balad Administrative Complex Development,41.62,30.37,-11.25
2025-11-01,JED-PROJ-079,Airport District Al Balad Administrative Complex Development,45.41,33.29,-12.12
2025-12-01,JED-PROJ-079,Airport District Al Balad Administrative Complex Development,49.19,37.17,-12.02
2026-01-01,JED-PROJ-079,Airport District Al Balad Administrative Complex Development,52.98,38.87,-14.11
2026-02-01,JED-PROJ-079,Airport District Al Balad Administrative Complex Development,56.76,41.89,-14.87
2026-03-01,JED-PROJ-079,Airport District Al Balad Administrative Complex Development,60.55,43.94,-16.61
2026-04-01,JED-PROJ-079,Airport District Al Balad Administrative Complex Development,64.33,47.23,-17.1
2026-05-01,JED-PROJ-079,Airport District Al Balad Administrative Complex Development,68.11,49.51,-18.6
2026-06-01,JED-PROJ-079,Airport District Al Balad Administrative Complex Development,71.9,51.76,-20.14
2026-07-01,JED-PROJ-079,Airport District Al Balad Administrative Complex Development,75.68,56.47,-19.21
2026-08-01,JED-PROJ-079,Airport District Al Balad Administrative Complex Development,79.47,59.51,-19.96
2026-09-01,JED-PROJ-079,Airport District Al Balad Administrative Complex Development,83.25,72.48,-10.77
2023-04-11,JED-PROJ-080,Obhur Al Khalidiyah Service Center Upgrade,0.0,0.0,0.0
2023-05-01,JED-PROJ-080,Obhur Al Khalidiyah Service Center Upgrade,4.17,3.73,-0.44
2023-06-01,JED-PROJ-080,Obhur Al Khalidiyah Service Center Upgrade,8.33,9.64,1.31
2023-07-01,JED-PROJ-080,Obhur Al Khalidiyah Service Center Upgrade,12.5,12.57,0.07
2023-08-01,JED-PROJ-080,Obhur Al Khalidiyah Service Center Upgrade,16.67,16.59,-0.08
2023-09-01,JED-PROJ-080,Obhur Al Khalidiyah Service Center Upgrade,20.83,19.13,-1.7
2023-10-01,JED-PROJ-080,Obhur Al Khalidiyah Service Center Upgrade,25.0,24.43,-0.57
2023-11-01,JED-PROJ-080,Obhur Al Khalidiyah Service Center Upgrade,29.17,28.74,-0.43
2023-12-01,JED-PROJ-080,Obhur Al Khalidiyah Service Center Upgrade,33.33,32.97,-0.36
2024-01-01,JED-PROJ-080,Obhur Al Khalidiyah Service Center Upgrade,37.5,37.79,0.29
2024-02-01,JED-PROJ-080,Obhur Al Khalidiyah Service Center Upgrade,41.67,41.79,0.12
2024-03-01,JED-PROJ-080,Obhur Al Khalidiyah Service Center Upgrade,45.83,46.22,0.39
2024-04-01,JED-PROJ-080,Obhur Al Khalidiyah Service Center Upgrade,50.0,50.95,0.95
2024-05-01,JED-PROJ-080,Obhur Al Khalidiyah Service Center Upgrade,54.17,55.29,1.12
2024-06-01,JED-PROJ-080,Obhur Al Khalidiyah Service Center Upgrade,58.33,59.12,0.79
2024-07-01,JED-PROJ-080,Obhur Al Khalidiyah Service Center Upgrade,62.5,64.14,1.64
2024-08-01,JED-PROJ-080,Obhur Al Khalidiyah Service Center Upgrade,66.67,64.93,-1.74
2024-09-01,JED-PROJ-080,Obhur Al Khalidiyah Service Center Upgrade,70.83,69.74,-1.09
2024-10-01,JED-PROJ-080,Obhur Al Khalidiyah Service Center Upgrade,75.0,73.23,-1.77
2024-11-01,JED-PROJ-080,Obhur Al Khalidiyah Service Center Upgrade,79.17,79.7,0.53
2024-12-01,JED-PROJ-080,Obhur Al Khalidiyah Service Center Upgrade,83.33,84.77,1.44
2025-01-01,JED-PROJ-080,Obhur Al Khalidiyah Service Center Upgrade,87.5,86.58,-0.92
2025-02-01,JED-PROJ-080,Obhur Al Khalidiyah Service Center Upgrade,91.67,93.2,1.53
2025-03-01,JED-PROJ-080,Obhur Al Khalidiyah Service Center Upgrade,95.83,94.25,-1.58
2025-04-01,JED-PROJ-080,Obhur Al Khalidiyah Service Center Upgrade,100.0,100.0,0.0
2023-05-13,JED-PROJ-081,Al Balad Al Rawdah Water Channel Rehabilitation,0.0,0.0,0.0
2023-06-01,JED-PROJ-081,Al Balad Al Rawdah Water Channel Rehabilitation,5.0,3.57,-1.43
2023-07-01,JED-PROJ-081,Al Balad Al Rawdah Water Channel Rehabilitation,10.0,9.95,-0.05
2023-08-01,JED-PROJ-081,Al Balad Al Rawdah Water Channel Rehabilitation,15.0,14.12,-0.88
2023-09-01,JED-PROJ-081,Al Balad Al Rawdah Water Channel Rehabilitation,20.0,19.23,-0.77
2023-10-01,JED-PROJ-081,Al Balad Al Rawdah Water Channel Rehabilitation,25.0,24.31,-0.69
2023-11-01,JED-PROJ-081,Al Balad Al Rawdah Water Channel Rehabilitation,30.0,31.09,1.09
2023-12-01,JED-PROJ-081,Al Balad Al Rawdah Water Channel Rehabilitation,35.0,35.14,0.14
2024-01-01,JED-PROJ-081,Al Balad Al Rawdah Water Channel Rehabilitation,40.0,39.32,-0.68
2024-02-01,JED-PROJ-081,Al Balad Al Rawdah Water Channel Rehabilitation,45.0,45.4,0.4
2024-03-01,JED-PROJ-081,Al Balad Al Rawdah Water Channel Rehabilitation,50.0,50.78,0.78
2024-04-01,JED-PROJ-081,Al Balad Al Rawdah Water Channel Rehabilitation,55.0,54.18,-0.82
2024-05-01,JED-PROJ-081,Al Balad Al Rawdah Water Channel Rehabilitation,60.0,59.69,-0.31
2024-06-01,JED-PROJ-081,Al Balad Al Rawdah Water Channel Rehabilitation,65.0,63.64,-1.36
2024-07-01,JED-PROJ-081,Al Balad Al Rawdah Water Channel Rehabilitation,70.0,68.85,-1.15
2024-08-01,JED-PROJ-081,Al Balad Al Rawdah Water Channel Rehabilitation,75.0,75.65,0.65
2024-09-01,JED-PROJ-081,Al Balad Al Rawdah Water Channel Rehabilitation,80.0,78.85,-1.15
2024-10-01,JED-PROJ-081,Al Balad Al Rawdah Water Channel Rehabilitation,85.0,85.09,0.09
2024-11-01,JED-PROJ-081,Al Balad Al Rawdah Water Channel Rehabilitation,90.0,90.75,0.75
2024-12-01,JED-PROJ-081,Al Balad Al Rawdah Water Channel Rehabilitation,95.0,93.58,-1.42
2025-01-01,JED-PROJ-081,Al Balad Al Rawdah Water Channel Rehabilitation,100.0,100.0,0.0
2025-08-13,JED-PROJ-082,King Abdulaziz Road Mishrifah Runoff Management Improvement,0.0,0.0,0.0
2025-09-01,JED-PROJ-082,King Abdulaziz Road Mishrifah Runoff Management Improvement,3.01,5.71,2.7
2025-10-01,JED-PROJ-082,King Abdulaziz Road Mishrifah Runoff Management Improvement,6.02,8.02,2.0
2025-11-01,JED-PROJ-082,King Abdulaziz Road Mishrifah Runoff Management Improvement,9.03,13.22,4.19
2025-12-01,JED-PROJ-082,King Abdulaziz Road Mishrifah Runoff Management Improvement,12.03,16.34,4.31
2026-01-01,JED-PROJ-082,King Abdulaziz Road Mishrifah Runoff Management Improvement,15.04,18.56,3.52
2026-02-01,JED-PROJ-082,King Abdulaziz Road Mishrifah Runoff Management Improvement,18.05,24.72,6.67
2026-03-01,JED-PROJ-082,King Abdulaziz Road Mishrifah Runoff Management Improvement,21.06,29.91,8.85
2026-04-01,JED-PROJ-082,King Abdulaziz Road Mishrifah Runoff Management Improvement,24.07,32.69,8.62
2026-05-01,JED-PROJ-082,King Abdulaziz Road Mishrifah Runoff Management Improvement,27.08,37.52,10.44
2026-06-01,JED-PROJ-082,King Abdulaziz Road Mishrifah Runoff Management Improvement,30.08,41.79,11.71
2026-07-01,JED-PROJ-082,King Abdulaziz Road Mishrifah Runoff Management Improvement,33.09,43.47,10.38
2026-08-01,JED-PROJ-082,King Abdulaziz Road Mishrifah Runoff Management Improvement,36.1,47.45,11.35
2026-09-01,JED-PROJ-082,King Abdulaziz Road Mishrifah Runoff Management Improvement,39.11,45.82,6.71
2025-12-04,JED-PROJ-083,Prince Majed Corridor Al Hamra Drainage Capacity Enhancement,0.0,0.0,0.0
2026-01-01,JED-PROJ-083,Prince Majed Corridor Al Hamra Drainage Capacity Enhancement,6.43,8.77,2.34
2026-02-01,JED-PROJ-083,Prince Majed Corridor Al Hamra Drainage Capacity Enhancement,12.85,16.53,3.68
2026-03-01,JED-PROJ-083,Prince Majed Corridor Al Hamra Drainage Capacity Enhancement,19.28,22.11,2.83
2026-04-01,JED-PROJ-083,Prince Majed Corridor Al Hamra Drainage Capacity Enhancement,25.71,29.24,3.53
2026-05-01,JED-PROJ-083,Prince Majed Corridor Al Hamra Drainage Capacity Enhancement,32.13,38.74,6.61
2026-06-01,JED-PROJ-083,Prince Majed Corridor Al Hamra Drainage Capacity Enhancement,38.56,44.47,5.91
2026-07-01,JED-PROJ-083,Prince Majed Corridor Al Hamra Drainage Capacity Enhancement,44.99,53.99,9.0
2026-08-01,JED-PROJ-083,Prince Majed Corridor Al Hamra Drainage Capacity Enhancement,51.41,60.1,8.69
2026-09-01,JED-PROJ-083,Prince Majed Corridor Al Hamra Drainage Capacity Enhancement,57.84,62.88,5.04
2024-12-13,JED-PROJ-084,Haramain Gateway Al Ajwad Drainage Capacity Enhancement,0.0,0.0,0.0
2025-01-01,JED-PROJ-084,Haramain Gateway Al Ajwad Drainage Capacity Enhancement,4.76,4.2,-0.56
2025-02-01,JED-PROJ-084,Haramain Gateway Al Ajwad Drainage Capacity Enhancement,9.52,7.34,-2.18
2025-03-01,JED-PROJ-084,Haramain Gateway Al Ajwad Drainage Capacity Enhancement,14.29,11.58,-2.71
2025-04-01,JED-PROJ-084,Haramain Gateway Al Ajwad Drainage Capacity Enhancement,19.05,13.83,-5.22
2025-05-01,JED-PROJ-084,Haramain Gateway Al Ajwad Drainage Capacity Enhancement,23.81,19.63,-4.18
2025-06-01,JED-PROJ-084,Haramain Gateway Al Ajwad Drainage Capacity Enhancement,28.57,23.84,-4.73
2025-07-01,JED-PROJ-084,Haramain Gateway Al Ajwad Drainage Capacity Enhancement,33.33,25.27,-8.06
2025-08-01,JED-PROJ-084,Haramain Gateway Al Ajwad Drainage Capacity Enhancement,38.1,28.59,-9.51
2025-09-01,JED-PROJ-084,Haramain Gateway Al Ajwad Drainage Capacity Enhancement,42.86,32.08,-10.78
2025-10-01,JED-PROJ-084,Haramain Gateway Al Ajwad Drainage Capacity Enhancement,47.62,38.06,-9.56
2025-11-01,JED-PROJ-084,Haramain Gateway Al Ajwad Drainage Capacity Enhancement,52.38,41.69,-10.69
2025-12-01,JED-PROJ-084,Haramain Gateway Al Ajwad Drainage Capacity Enhancement,57.14,45.23,-11.91
2026-01-01,JED-PROJ-084,Haramain Gateway Al Ajwad Drainage Capacity Enhancement,61.9,47.85,-14.05
2026-02-01,JED-PROJ-084,Haramain Gateway Al Ajwad Drainage Capacity Enhancement,66.67,52.18,-14.49
2026-03-01,JED-PROJ-084,Haramain Gateway Al Ajwad Drainage Capacity Enhancement,71.43,56.67,-14.76
2026-04-01,JED-PROJ-084,Haramain Gateway Al Ajwad Drainage Capacity Enhancement,76.19,60.07,-16.12
2026-05-01,JED-PROJ-084,Haramain Gateway Al Ajwad Drainage Capacity Enhancement,80.95,65.6,-15.35
2026-06-01,JED-PROJ-084,Haramain Gateway Al Ajwad Drainage Capacity Enhancement,85.71,66.29,-19.42
2026-07-01,JED-PROJ-084,Haramain Gateway Al Ajwad Drainage Capacity Enhancement,90.48,72.05,-18.43
2026-08-01,JED-PROJ-084,Haramain Gateway Al Ajwad Drainage Capacity Enhancement,95.24,74.76,-20.48
2026-09-01,JED-PROJ-084,Haramain Gateway Al Ajwad Drainage Capacity Enhancement,100.0,89.43,-10.57
2025-12-05,JED-PROJ-085,Northern Jeddah Al Rowais Water Channel Rehabilitation,0.0,0.78,0.78
2026-01-01,JED-PROJ-085,Northern Jeddah Al Rowais Water Channel Rehabilitation,3.39,3.93,0.54
2026-02-01,JED-PROJ-085,Northern Jeddah Al Rowais Water Channel Rehabilitation,6.78,8.24,1.46
2026-03-01,JED-PROJ-085,Northern Jeddah Al Rowais Water Channel Rehabilitation,10.18,8.37,-1.81
2026-04-01,JED-PROJ-085,Northern Jeddah Al Rowais Water Channel Rehabilitation,13.57,11.51,-2.06
2026-05-01,JED-PROJ-085,Northern Jeddah Al Rowais Water Channel Rehabilitation,16.96,16.98,0.02
2026-06-01,JED-PROJ-085,Northern Jeddah Al Rowais Water Channel Rehabilitation,20.35,19.69,-0.66
2026-07-01,JED-PROJ-085,Northern Jeddah Al Rowais Water Channel Rehabilitation,23.75,21.83,-1.92
2026-08-01,JED-PROJ-085,Northern Jeddah Al Rowais Water Channel Rehabilitation,27.14,24.36,-2.78
2026-09-01,JED-PROJ-085,Northern Jeddah Al Rowais Water Channel Rehabilitation,30.53,29.82,-0.71
2025-11-17,JED-PROJ-086,Southern Jeddah Al Zahra Drainage Capacity Enhancement,0.0,1.42,1.42
2025-12-01,JED-PROJ-086,Southern Jeddah Al Zahra Drainage Capacity Enhancement,4.36,4.21,-0.15
2026-01-01,JED-PROJ-086,Southern Jeddah Al Zahra Drainage Capacity Enhancement,8.72,10.01,1.29
2026-02-01,JED-PROJ-086,Southern Jeddah Al Zahra Drainage Capacity Enhancement,13.08,14.98,1.9
2026-03-01,JED-PROJ-086,Southern Jeddah Al Zahra Drainage Capacity Enhancement,17.44,20.77,3.33
2026-04-01,JED-PROJ-086,Southern Jeddah Al Zahra Drainage Capacity Enhancement,21.8,25.06,3.26
2026-05-01,JED-PROJ-086,Southern Jeddah Al Zahra Drainage Capacity Enhancement,26.17,32.01,5.84
2026-06-01,JED-PROJ-086,Southern Jeddah Al Zahra Drainage Capacity Enhancement,30.53,35.7,5.17
2026-07-01,JED-PROJ-086,Southern Jeddah Al Zahra Drainage Capacity Enhancement,34.89,43.67,8.78
2026-08-01,JED-PROJ-086,Southern Jeddah Al Zahra Drainage Capacity Enhancement,39.25,46.95,7.7
2026-09-01,JED-PROJ-086,Southern Jeddah Al Zahra Drainage Capacity Enhancement,43.61,48.42,4.81
2025-07-17,JED-PROJ-087,Eastern Jeddah Al Bawadi Water Channel Rehabilitation,0.0,1.37,1.37
2025-08-01,JED-PROJ-087,Eastern Jeddah Al Bawadi Water Channel Rehabilitation,3.86,3.33,-0.53
2025-09-01,JED-PROJ-087,Eastern Jeddah Al Bawadi Water Channel Rehabilitation,7.72,5.69,-2.03
2025-10-01,JED-PROJ-087,Eastern Jeddah Al Bawadi Water Channel Rehabilitation,11.58,7.73,-3.85
2025-11-01,JED-PROJ-087,Eastern Jeddah Al Bawadi Water Channel Rehabilitation,15.45,10.55,-4.9
2025-12-01,JED-PROJ-087,Eastern Jeddah Al Bawadi Water Channel Rehabilitation,19.31,14.55,-4.76
2026-01-01,JED-PROJ-087,Eastern Jeddah Al Bawadi Water Channel Rehabilitation,23.17,18.5,-4.67
2026-02-01,JED-PROJ-087,Eastern Jeddah Al Bawadi Water Channel Rehabilitation,27.03,20.09,-6.94
2026-03-01,JED-PROJ-087,Eastern Jeddah Al Bawadi Water Channel Rehabilitation,30.89,22.51,-8.38
2026-04-01,JED-PROJ-087,Eastern Jeddah Al Bawadi Water Channel Rehabilitation,34.75,25.91,-8.84
2026-05-01,JED-PROJ-087,Eastern Jeddah Al Bawadi Water Channel Rehabilitation,38.61,27.75,-10.86
2026-06-01,JED-PROJ-087,Eastern Jeddah Al Bawadi Water Channel Rehabilitation,42.48,29.08,-13.4
2026-07-01,JED-PROJ-087,Eastern Jeddah Al Bawadi Water Channel Rehabilitation,46.34,33.67,-12.67
2026-08-01,JED-PROJ-087,Eastern Jeddah Al Bawadi Water Channel Rehabilitation,50.2,37.88,-12.32
2026-09-01,JED-PROJ-087,Eastern Jeddah Al Bawadi Water Channel Rehabilitation,54.06,46.54,-7.52
2024-06-07,JED-PROJ-088,Western Jeddah Al Waha Water Channel Rehabilitation,0.0,0.68,0.68
2024-07-01,JED-PROJ-088,Western Jeddah Al Waha Water Channel Rehabilitation,3.06,1.92,-1.14
2024-08-01,JED-PROJ-088,Western Jeddah Al Waha Water Channel Rehabilitation,6.12,6.12,0.0
2024-09-01,JED-PROJ-088,Western Jeddah Al Waha Water Channel Rehabilitation,9.18,7.53,-1.65
2024-10-01,JED-PROJ-088,Western Jeddah Al Waha Water Channel Rehabilitation,12.24,11.8,-0.44
2024-11-01,JED-PROJ-088,Western Jeddah Al Waha Water Channel Rehabilitation,15.3,15.89,0.59
2024-12-01,JED-PROJ-088,Western Jeddah Al Waha Water Channel Rehabilitation,18.36,17.42,-0.94
2025-01-01,JED-PROJ-088,Western Jeddah Al Waha Water Channel Rehabilitation,21.42,21.55,0.13
2025-02-01,JED-PROJ-088,Western Jeddah Al Waha Water Channel Rehabilitation,24.48,25.02,0.54
2025-03-01,JED-PROJ-088,Western Jeddah Al Waha Water Channel Rehabilitation,27.54,28.49,0.95
