Project_ID,Project_Name,Sector,District,Contractor_ID,Contractor_Name,Project_Manager_ID,Project_Manager_Name,Contract_Value,Approved_Budget,Amount_Spent,Remaining_Budget,Financial_Progress,Planned_Start_Date,Actual_Start_Date,Planned_End_Date,Expected_End_Date,Actual_End_Date,Project_Duration_Days,Elapsed_Days,Remaining_Days,Planned_Progress,Actual_Progress,Schedule_Variance,Budget_Variance,Delay_Days,Status,Schedule_Status,Budget_Status,Risk_Level,Project_Health_Score,Health_Status,Priority,Latitude,Longitude,Last_Update,Notes
JED-PROJ-125,Central Jeddah Al Salamah Emergency Services Facility Enhancement,Public Facilities,Al Kandarah,CONT-009,Future Cities Construction,PM-004,Abdullah Alzahrani,13026841,13049608,9401608,3648000,72.05,2025-10-13,2025-10-21,2027-01-27,2027-01-17,,471,317,136,69.0,75.71,6.71,-3.66,0,In Progress,Ahead of Schedule,On Budget,Low,92.63,Healthy,High,21.517917,39.184242,2026-08-30,Project progressing according to plan.
JED-PROJ-126,Corniche Al Rowais Public Facilities Upgrade,Public Facilities,Al Naeem,CONT-016,Nesma Urban Contracting,PM-003,Fahad Alghamdi,25647276,24960285,8388368,16571917,33.61,2026-02-10,2026-03-06,2028-01-02,2027-12-27,,691,181,480,29.67,28.49,-1.18,5.12,0,In Progress,On Track,On Budget,Low,92.67,Healthy,High,21.653992,39.165908,2026-09-02,Additional manpower assigned to recover schedule.
JED-PROJ-127,Airport District Al Basateen Neighborhood Services Improvement,Public Facilities,Al Kandarah,CONT-006,Gulf Engineering & Construction,PM-003,Fahad Alghamdi,96930008,92521343,39101427,53419916,42.26,2026-05-11,2026-05-12,2027-05-31,2027-06-12,,385,114,282,29.87,29.95,0.08,12.31,0,In Progress,On Track,Watch,Low,87.64,Healthy,Medium,21.516505,39.173202,2026-08-28,Coordination ongoing with traffic management authority.
JED-PROJ-128,Obhur Al Zahra Sports Facility Rehabilitation,Public Facilities,Al Rehab,CONT-003,Horizon Construction Group,PM-007,Yousef Alsubaie,112086857,115350431,27193648,88156783,23.57,2025-12-30,2026-01-04,2027-08-09,2028-04-05,,587,242,580,42.08,25.09,-16.99,-1.52,200,On Hold,Delayed,On Budget,Critical,63.52,At Risk,Low,21.525252,39.208477,2026-08-26,
JED-PROJ-129,Al Balad Al Bawadi Neighborhood Services Improvement,Public Facilities,Al Balad,CONT-020,Prime Gulf Builders,PM-002,Mohammed Alqahtani,6143564,6398584,6487657,-89073,101.39,2024-04-11,2024-05-01,2025-03-21,2025-05-16,2025-05-23,344,387,0,100.0,100.0,0.0,1.39,63,Completed,Completed,Over Budget,Low,98.17,Healthy,Medium,21.497439,39.191164,2026-08-30,Procurement of long-lead items in progress.
JED-PROJ-130,King Abdulaziz Road Al Naeem Public Facilities Upgrade,Public Facilities,Al Balad,CONT-010,Saudi Infrastructure Solutions,PM-011,Nawaf Alqahtani,34086856,34517617,0,34517617,0.0,2027-02-16,,2028-01-14,2028-01-14,,332,0,498,0.0,0.0,0.0,0.0,0,Not Started,On Track,On Budget,Low,99.5,Healthy,Medium,21.472089,39.181092,2026-08-25,
JED-PROJ-131,Prince Majed Corridor Al Waha Open Space Rehabilitation,Parks & Landscaping,Al Muhammadiyah,CONT-011,Corniche Civil Works,PM-014,Tariq Alotaibi,15953401,15748412,14842051,906361,94.24,2023-09-14,2023-09-16,2025-01-31,2025-07-07,2025-07-07,505,660,0,100.0,100.0,0.0,-5.76,157,Completed,Completed,On Budget,Low,93.97,Healthy,Medium,21.671236,39.092359,2026-08-29,
JED-PROJ-132,Haramain Gateway Al Baghdadiyah Open Space Rehabilitation,Parks & Landscaping,Al Basateen,CONT-016,Nesma Urban Contracting,PM-006,Saad Alshammari,8351164,9295206,9607737,-312531,103.36,2023-11-24,2024-01-06,2025-03-05,2025-04-06,2025-04-22,467,472,0,100.0,100.0,0.0,3.36,48,Completed,Completed,Over Budget,Low,96.27,Healthy,Medium,21.653021,39.122878,2026-08-31,Additional manpower assigned to recover schedule.
JED-PROJ-133,Northern Jeddah Al Sanabel Open Space Rehabilitation,Parks & Landscaping,Al Basateen,CONT-003,Horizon Construction Group,PM-013,Hassan Alzahrani,5950948,6293257,0,6293257,0.0,2027-10-17,,2028-07-09,2028-07-09,,266,0,675,0.0,0.0,0.0,0.0,0,Not Started,On Track,On Budget,Low,99.5,Healthy,Medium,21.674573,39.122188,2026-09-02,Procurement of long-lead items in progress.
JED-PROJ-134,Southern Jeddah Al Ruwais Open Space Rehabilitation,Parks & Landscaping,Al Hamra,CONT-001,Red Sea Infrastructure Ltd.,PM-006,Saad Alshammari,12246177,13650282,9922867,3727415,72.69,2025-06-18,2025-06-03,2026-06-20,2026-09-27,,367,457,24,99.0,84.85,-14.15,-12.16,99,In Progress,Delayed,Under Budget,High,63.5,At Risk,Medium,21.525718,39.18997,2026-08-27,Additional manpower assigned to recover schedule.
JED-PROJ-135,Eastern Jeddah Al Aziziyah Boulevard Landscaping Project,Parks & Landscaping,Al Shati,CONT-006,Gulf Engineering & Construction,PM-003,Fahad Alghamdi,91037591,94480085,51637528,42842557,54.65,2026-05-06,2026-05-12,2027-01-01,2027-01-03,,240,114,122,50.0,48.25,-1.75,6.4,0,In Progress,On Track,On Budget,Low,90.52,Healthy,Medium,21.641181,39.120533,2026-08-31,
JED-PROJ-136,Western Jeddah Al Faisaliyah Open Space Rehabilitation,Parks & Landscaping,Al Hamra,CONT-008,Al Manar Contracting,PM-007,Yousef Alsubaie,11674991,11747574,3919930,7827644,33.37,2026-04-10,2026-05-01,2027-07-09,2027-06-22,,455,125,292,32.09,39.16,7.07,-5.79,0,In Progress,Ahead of Schedule,On Budget,Low,90.41,Healthy,Low,21.539455,39.15019,2026-08-28,
JED-PROJ-137,Central Jeddah Al Manar Landscape Enhancement,Parks & Landscaping,Al Faisaliyah,CONT-005,Arabian Development Contractors,PM-002,Mohammed Alqahtani,22324014,24339544,11874286,12465258,48.79,2026-05-03,2026-05-01,2027-01-05,2027-01-23,,247,125,142,49.8,55.33,5.53,-6.54,0,In Progress,Ahead of Schedule,On Budget,Low,90.46,Healthy,High,21.578766,39.208624,2026-08-28,Contractor submitted recovery plan.
JED-PROJ-138,Corniche Al Marwah Landscape Enhancement,Parks & Landscaping,Al Shati,CONT-007,Western Projects Company,PM-014,Tariq Alotaibi,41109118,42365830,35621542,6744288,84.08,2026-01-09,2026-02-05,2026-11-27,2027-03-14,,322,210,192,73.6,58.9,-14.7,25.18,107,In Progress,Delayed,Over Budget,High,47.01,Critical,Medium,21.635504,39.115222,2026-08-29,
JED-PROJ-139,Airport District Al Balad Boulevard Landscaping Project,Parks & Landscaping,Al Balad,CONT-009,Future Cities Construction,PM-011,Nawaf Alqahtani,13348853,13262966,2449729,10813237,18.47,2026-03-19,2026-05-01,2027-04-22,2027-05-10,,399,125,249,42.11,43.89,1.78,-25.42,0,In Progress,On Track,Under Budget,Low,85.26,Healthy,Medium,21.49919,39.197539,2026-09-03,
JED-PROJ-140,Obhur Al Andalus Boulevard Landscaping Project,Parks & Landscaping,Al Muhammadiyah,CONT-018,First Route Engineering,PM-013,Hassan Alzahrani,100179236,95496485,0,95496485,0.0,2027-04-26,,2028-01-11,2028-01-11,,260,0,495,0.0,0.0,0.0,0.0,0,Not Started,On Track,On Budget,Low,99.5,Healthy,Low,21.670401,39.133811,2026-09-01,Coordination ongoing with traffic management authority.
JED-PROJ-141,Al Balad Al Hamdaniyah Boulevard Lighting Enhancement,Street Lighting,Al Zahra,CONT-010,Saudi Infrastructure Solutions,PM-005,Khalid Alotaibi,79208650,76726884,43563724,33163160,56.78,2026-05-02,2026-04-22,2027-04-01,2027-04-23,,334,134,232,37.13,38.59,1.46,18.19,0,In Progress,On Track,Over Budget,Low,81.31,Monitor,Medium,21.605188,39.137886,2026-09-02,Final handover documentation under preparation.
JED-PROJ-142,King Abdulaziz Road Al Rawdah Street Lighting Upgrade,Street Lighting,Al Basateen,CONT-007,Western Projects Company,PM-008,Omar Alshehri,7063732,7384152,3533905,3850247,47.86,2026-05-09,2026-06-14,2026-12-12,2027-10-03,,217,81,395,53.92,33.15,-20.77,14.71,295,Delayed,Critical Delay,Watch,Critical,44.73,Critical,High,21.650216,39.133462,2026-09-02,Design revision under review.
JED-PROJ-143,Prince Majed Corridor Al Rabwah Pedestrian Lighting Improvement,Street Lighting,Al Zahra,CONT-004,Jeddah Urban Works Co.,PM-006,Saad Alshammari,16278620,15911144,9323930,6587214,58.6,2026-05-30,2026-05-18,2027-01-03,2026-11-29,,218,108,87,44.04,39.4,-4.64,19.2,0,In Progress,On Track,Over Budget,Low,73.55,Monitor,High,21.604938,39.159475,2026-08-25,Coordination ongoing with traffic management authority.
JED-PROJ-144,Haramain Gateway Al Salamah Smart Lighting Deployment,Street Lighting,Al Basateen,CONT-005,Arabian Development Contractors,PM-003,Fahad Alghamdi,8347473,8074825,3796024,4278801,47.01,2026-05-19,2026-05-14,2026-12-06,2027-04-25,,201,112,234,53.23,37.55,-15.68,9.46,185,On Hold,Delayed,Watch,Critical,58.02,At Risk,High,21.666922,39.1244,2026-08-25,Additional manpower assigned to recover schedule.
JED-PROJ-145,Northern Jeddah Al Rowais Street Lighting Upgrade,Street Lighting,Al Zahra,CONT-015,Alpha Core Construction,PM-010,Bander Alghamdi,7904333,8849521,0,8849521,0.0,2026-12-27,,2027-10-27,2027-10-27,,304,0,419,0.0,0.0,0.0,0.0,0,Not Started,On Track,On Budget,Low,99.5,Healthy,Medium,21.604922,39.132004,2026-09-03,Awaiting utility relocation approval.
JED-PROJ-146,Southern Jeddah Al Zahra Street Lighting Upgrade,Street Lighting,Al Naeem,CONT-002,Al Binaa Contracting Co.,PM-003,Fahad Alghamdi,3401009,3394943,2209957,1184986,65.1,2025-09-15,2025-08-27,2026-03-20,2027-05-05,,186,372,244,99.0,68.52,-30.48,-3.42,411,Delayed,Critical Delay,On Budget,Critical,39.84,Critical,Medium,21.66236,39.179896,2026-09-03,Procurement of long-lead items in progress.
JED-PROJ-147,Eastern Jeddah Al Rehab Street Lighting Upgrade,Street Lighting,Al Zahra,CONT-004,Jeddah Urban Works Co.,PM-005,Khalid Alotaibi,23851829,23688410,24700796,-1012386,104.27,2024-12-25,2025-02-07,2025-06-23,2025-07-09,2025-07-24,180,167,0,100.0,100.0,0.0,4.27,31,Completed,Completed,Over Budget,Low,95.4,Healthy,Medium,21.592482,39.147184,2026-08-26,Procurement of long-lead items in progress.
JED-PROJ-148,Western Jeddah Al Naeem Street Lighting Upgrade,Street Lighting,Al Naeem,CONT-002,Al Binaa Contracting Co.,PM-007,Yousef Alsubaie,16582085,16780761,17141331,-360570,102.15,2024-11-23,2024-11-22,2026-01-08,2026-02-25,2026-03-02,411,465,0,100.0,100.0,0.0,2.15,53,Completed,Completed,Over Budget,Low,97.44,Healthy,Low,21.652518,39.148909,2026-08-28,Final handover documentation under preparation.
JED-PROJ-149,Central Jeddah Al Samer LED Lighting Retrofit,Street Lighting,Al Basateen,CONT-010,Saudi Infrastructure Solutions,PM-004,Abdullah Alzahrani,3574058,3436747,0,3436747,0.0,2027-04-23,,2027-11-03,2027-11-03,,194,0,426,0.0,0.0,0.0,0.0,0,Not Started,On Track,On Budget,Low,99.5,Healthy,Medium,21.648981,39.127308,2026-09-01,
JED-PROJ-150,Corniche Al Muhammadiyah Street Lighting Upgrade,Street Lighting,Al Basateen,CONT-013,Blue Horizon Contractors,PM-003,Fahad Alghamdi,7739553,8438434,7207699,1230735,85.42,2026-02-28,2026-03-24,2026-10-19,2026-11-03,,233,163,61,80.26,81.61,1.35,3.81,0,In Progress,On Track,On Budget,Low,95.17,Healthy,Medium,21.678445,39.130249,2026-09-02,
